#logMs log_phi_original_neg_systematic log_phi_original log_phi_original_post_systematic log_phi_deconvolved
        7.03398        -2.15105        -2.08768        -2.02443        -2.47069
        7.06797        -2.11676        -2.05339        -1.99014        -2.36156
        7.10195        -2.07251        -2.00914        -1.94588        -2.25307
        7.13594        -2.02071        -1.95733        -1.89407        -2.14525
        7.16992        -1.96376        -1.90038        -1.83711        -2.03942
        7.20391        -1.90408        -1.84069        -1.77742        -1.93768
        7.23789        -1.84407        -1.78068         -1.7174        -1.84238
        7.27187        -1.78615        -1.72274        -1.65947        -1.75574
        7.30586        -1.73266        -1.66925        -1.60596        -1.67944
        7.33984        -1.68463        -1.62122        -1.55793        -1.61439
        7.37383        -1.64163        -1.57821        -1.51492        -1.56062
        7.40781        -1.60316        -1.53973        -1.47643        -1.51726
         7.4418        -1.56871        -1.50527        -1.44197        -1.48274
        7.47578        -1.53776        -1.47432        -1.41101        -1.45505
        7.50977        -1.50982        -1.44637        -1.38305        -1.43207
        7.54375        -1.48438        -1.42092        -1.35759        -1.41185
        7.57773        -1.46093        -1.39746        -1.33412        -1.39288
        7.61172        -1.43904        -1.37556        -1.31221         -1.3742
         7.6457        -1.41861        -1.35512        -1.29176        -1.35541
        7.67969        -1.39968        -1.33617         -1.2728        -1.33655
        7.71367        -1.38225        -1.31874        -1.25535        -1.31797
        7.74766        -1.36636        -1.30282        -1.23943         -1.3001
        7.78164        -1.35201        -1.28846        -1.22505        -1.28335
        7.81563        -1.33923        -1.27567        -1.21224        -1.26801
        7.84961        -1.32805        -1.26446        -1.20102         -1.2542
        7.88359        -1.31846        -1.25486         -1.1914        -1.24197
        7.91758        -1.31056        -1.24694        -1.18346        -1.23133
        7.95156        -1.30448        -1.24083        -1.17733        -1.22238
        7.98555        -1.30034        -1.23666        -1.17315        -1.21533
        8.01953        -1.29829        -1.23459        -1.17105         -1.2106
        8.05352        -1.29847        -1.23474        -1.17117        -1.20875
         8.0875        -1.30102        -1.23725        -1.17366        -1.21038
        8.12148        -1.30607        -1.24227        -1.17864        -1.21607
        8.15547        -1.31376        -1.24992        -1.18625        -1.22617
        8.18945        -1.32415        -1.26027        -1.19657        -1.24071
        8.22344         -1.3369        -1.27297        -1.20923        -1.25931
        8.25742        -1.35148         -1.2875        -1.22371        -1.28117
        8.29141        -1.36737        -1.30335        -1.23951        -1.30509
        8.32539        -1.38406        -1.31998        -1.25609        -1.32961
        8.35938        -1.40103         -1.3369        -1.27296         -1.3532
        8.39336        -1.41777        -1.35358        -1.28959        -1.37447
        8.42734        -1.43374        -1.36951        -1.30546        -1.39235
        8.46133        -1.44846        -1.38416        -1.32007        -1.40626
        8.49531        -1.46173        -1.39739        -1.33324        -1.41624
         8.5293        -1.47392        -1.40953        -1.34533        -1.42288
        8.56328        -1.48544          -1.421        -1.35675        -1.42729
        8.59727        -1.49668        -1.43221        -1.36791        -1.43092
        8.63125        -1.50806        -1.44354        -1.37919        -1.43531
        8.66523        -1.51996        -1.45541        -1.39102        -1.44196
        8.69922        -1.53281        -1.46822        -1.40378        -1.45203
         8.7332        -1.54699        -1.48237        -1.41789        -1.46624
        8.76719        -1.56284        -1.49821        -1.43369        -1.48473
        8.80117         -1.5802        -1.51555        -1.45099        -1.50711
        8.83516        -1.59866          -1.534         -1.4694        -1.53243
        8.86914        -1.61782        -1.55315        -1.48853        -1.55939
        8.90312        -1.63727        -1.57261        -1.50797        -1.58647
        8.93711        -1.65663        -1.59199        -1.52733        -1.61214
        8.97109        -1.67549        -1.61087         -1.5462        -1.63509
        9.00508        -1.69344        -1.62885        -1.56418         -1.6544
        9.03906        -1.71009        -1.64555        -1.58089        -1.66966
        9.07305         -1.7253        -1.66082        -1.59618        -1.68103
        9.10703        -1.73941          -1.675        -1.61039        -1.68923
        9.14102        -1.75284        -1.68849        -1.62392        -1.69539
          9.175        -1.76596        -1.70169        -1.63716        -1.70094
        9.20898        -1.77919        -1.71499        -1.65051         -1.7074
        9.24297        -1.79292        -1.72879        -1.66435        -1.71614
        9.27695        -1.80756        -1.74347        -1.67909        -1.72826
        9.31094        -1.82349        -1.75944        -1.69511        -1.74441
        9.34492        -1.84107        -1.77705        -1.71276        -1.76472
        9.37891        -1.86022         -1.7962        -1.73195         -1.7888
        9.41289        -1.88063        -1.81658        -1.75235        -1.81578
        9.44687        -1.90198        -1.83785        -1.77362        -1.84445
        9.48086        -1.92397         -1.8597        -1.79543        -1.87339
        9.51484        -1.94626        -1.88179        -1.81745        -1.90118
        9.54883        -1.96855        -1.90381        -1.83935        -1.92662
        9.58281        -1.99053        -1.92543        -1.86079        -1.94886
         9.6168        -2.01188        -1.94631        -1.88144         -1.9676
        9.65078         -2.0325        -1.96637        -1.90118        -1.98309
        9.68477        -2.05281        -1.98597        -1.92038        -1.99614
        9.71875        -2.07327        -2.00557        -1.93944        -2.00806
        9.75274        -2.09436        -2.02561        -1.95881        -2.02043
        9.78672        -2.11654        -2.04653        -1.97889        -2.03495
         9.8207        -2.14029        -2.06879        -2.00012        -2.05319
        9.85469        -2.16608        -2.09282         -2.0229        -2.07637
        9.88867        -2.19437        -2.11908        -2.04768        -2.10522
        9.92266        -2.22562        -2.14798        -2.07483        -2.13981
        9.95664        -2.25984        -2.17953        -2.10438        -2.17957
        9.99063         -2.2968        -2.21352        -2.13608        -2.22331
        10.0246        -2.33626        -2.24971        -2.16972        -2.26939
        10.0586        -2.37798        -2.28785        -2.20505        -2.31596
        10.0926        -2.42172        -2.32773        -2.24185        -2.36125
        10.1266        -2.46724         -2.3691        -2.27987        -2.40396
        10.1605        -2.51431        -2.41173         -2.3189        -2.44357
        10.1945        -2.56267         -2.4554        -2.35868        -2.48063
        10.2285        -2.61238        -2.50013        -2.39927        -2.51685
        10.2625        -2.66428        -2.54673        -2.44142        -2.55509
        10.2965         -2.7193         -2.5961        -2.48599        -2.59907
        10.3305        -2.77842        -2.64916        -2.53386        -2.65289
        10.3645        -2.84258        -2.70682         -2.5859        -2.72045
        10.3984        -2.91274        -2.77001        -2.64299        -2.80465
        10.4324        -2.98987        -2.83963        -2.70601        -2.90674
        10.4664        -3.07491        -2.91659        -2.77582        -3.02567
        10.5004        -3.16873        -3.00173        -2.85322        -3.15781
        10.5344        -3.27087        -3.09459        -2.93778        -3.29705
        10.5684        -3.37981        -3.19376        -3.02815        -3.43547
        10.6023        -3.49403        -3.29778        -3.12294        -3.56464
        10.6363          -3.612        -3.40519        -3.22076        -3.67748
        10.6703        -3.73219        -3.51453        -3.32024        -3.77055
        10.7043        -3.85306        -3.62437        -3.41998        -3.84618
        10.7383         -3.9731        -3.73324        -3.51861        -3.91403
        10.7723        -4.09077        -3.83969        -3.61474        -3.99145
        10.8063          -4.206        -3.94368        -3.70834        -4.10267
        10.8402        -4.32348        -4.04974         -3.8038        -4.27667
        10.8742        -4.44889         -4.1634        -3.90641        -4.54434
        10.9082         -4.5879        -4.29012        -4.02147        -4.93528
        10.9422         -4.7462        -4.43543        -4.15429        -5.47473
        10.9762        -4.92944         -4.6048        -4.31015        -6.18073
        11.0102        -5.14331        -4.80374        -4.49435          -7.062
        11.0441        -5.39348        -5.03773        -4.71219         -8.1166
        11.0781          -5.685        -5.31169        -4.96839         -9.3321
        11.1121        -6.01054        -5.61862        -5.25633        -10.6881
        11.1461        -6.35144        -5.94062        -5.55895        -12.1612
        11.1801         -6.6886        -6.25942        -5.85885        -13.7334
        11.2141        -7.00294        -6.55673         -6.1386        -15.4005
         11.248        -7.27537        -6.81427        -6.38078        -17.1783
         11.282        -7.48682        -7.01376        -6.56798        -19.1044
         11.316        -7.61817         -7.1369        -6.68275        -21.2338
